CustomerID,Gender,Age,EducationYears,JobCategory,EmploymentLength,HHIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,MaritalStatus,HouseholdSize,HomeOwner,CommuteTime,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,WirelessData,DataLastMonth,DataOverTenure,Multiline,EBilling,LastMonthTotalValue,OverTenureTotalValue,TotalDebt,AverageMonthlyRevenue
7137-LHCYAA-FC8,Female,42,13,Agriculture,16,76000,11.4,4.167384,4.496616,Married,3,1,31,42,53.7,787.5,No,0,0,Yes,27.95,1074.75,Yes,No,81.65,1862.25,8.664000000000001,44.339285714285715
8898-CEIFEZ-5QX,Male,21,12,Professional,1,22000,12.8,0.796928,2.019072,Unmarried,3,1,22,44,54.9,776.3,No,0,0,No,0,0,Yes,No,54.9,776.3,2.816,17.643181818181816
4713-TIORWC-XKH,Female,27,14,Service,4,37000,9.1,1.191918,2.175082,Married,2,1,28,46,34.35,498.25,Yes,33.75,1519.95,No,0,0,No,No,68.1,2018.2,3.367,43.87391304347826
7484-MQBQNQ-CLR,Male,32,15,Service,8,32000,11.3,0.856992,2.759008,Married,4,1,27,10,18.45,45.6,No,0,0,No,0,0,No,No,18.45,45.6,3.616,4.5600000000000005
2516-PWHPEI-BKY,Female,53,21,Agriculture,15,61000,7.7,2.108953,2.588047,Unmarried,1,0,26,29,35.4,343.05,Yes,71.7,2027.5,Yes,88.9,2526.5,Yes,Yes,196,4897.05,4.697,168.86379310344827
9564-QHCBED-ADT,Female,44,17,Professional,8,119000,23.8,11.527054,16.794946,Unmarried,1,1,22,10,21.9,70.15,Yes,43.25,351.65,Yes,25.5,208.55,Yes,Yes,90.65,630.3499999999999,28.322,63.03499999999999
8748-SLNNYV-3YQ,Female,75,19,Labor,31,50000,14.7,2.31525,5.03475,Married,5,1,28,71,70.2,1670.6,Yes,48.5,3260.95,Yes,57.45,3839.35,Yes,No,176.15,8770.9,7.35,123.5338028169014
2269-ZAHTST-4EO,Male,33,17,Sales,1,47000,15,4.92795,2.12205,Unmarried,4,0,22,15,19.8,93.3,Yes,32.8,427.85,No,0,0,No,No,52.599999999999994,521.15,7.050000000000001,34.74333333333333
8199-MEWOYU-VNN,Female,32,20,Service,3,81000,6.7,0.971433,4.455567,Married,4,1,13,16,14.25,99.55,Yes,41.25,602.25,Yes,32.2,470.55,Yes,Yes,87.7,1172.35,5.4270000000000005,73.271875
5075-KNERRP-GF5,Female,29,20,Professional,1,35000,5.9,0.315945,1.749055,Unmarried,1,0,23,9,9.3,30.9,Yes,40.1,321.35,Yes,32.45,275.45,Yes,Yes,81.85000000000001,627.7,2.065,69.74444444444445
3668-RNOYGG-AS5,Female,61,19,Professional,10,42000,7.3,0.570276,2.495724,Unmarried,1,0,21,5,15.75,28.75,Yes,40.25,177,Yes,35.7,138.65,No,Yes,91.7,344.4,3.066,68.88
6015-ASUOWY-VXJ,Male,22,17,Professional,0,23000,5.2,0.772616,0.423384,Unmarried,1,0,20,8,18.45,56.2,Yes,27.05,224.7,No,0,0,No,No,45.5,280.9,1.196,35.1125
4941-MQVIEA-MT1,Female,19,14,Sales,0,24000,10,0.5544,1.8456,Married,4,1,17,23,49.8,347.3,No,0,0,Yes,55.35,1193.45,Yes,Yes,105.15,1540.75,2.4,66.98913043478261
3689-QPFATZ-2YE,Male,37,14,Labor,12,88000,19.1,10.185648,6.622352,Unmarried,1,1,25,34,15,188.7,Yes,33,1144.65,No,0,0,Yes,Yes,48,1333.3500000000001,16.808,39.21617647058824
4749-ZOBIJU-FZH,Female,64,15,Service,12,64000,7.5,2.1888,2.6112,Unmarried,1,0,24,26,25.65,216,No,0,0,No,0,0,No,Yes,25.65,216,4.800000000000001,8.307692307692308
4664-AFIZWS-OSN,Female,55,21,Service,12,68000,7.3,2.889048,2.074952,Married,5,0,22,53,54.9,964.6,Yes,32.3,1620.7,No,0,0,Yes,Yes,87.19999999999999,2585.3,4.964,48.779245283018874
1405-PZRQQU-MJF,Male,34,8,Professional,3,28000,4.4,0.36344,0.86856,Married,5,1,30,46,37.2,590.75,No,0,0,No,0,0,No,No,37.2,590.75,1.232,12.842391304347826
1325-WNHELB-GHQ,Male,69,15,Crafts,29,15000,8,0.834,0.366,Married,2,0,19,27,18.45,190.1,No,0,0,No,0,0,No,No,18.45,190.1,1.2,7.04074074074074
1185-TSMRSF-VPA,Male,55,9,Professional,13,39000,6.5,0.29913,2.23587,Unmarried,2,1,18,39,25.2,253.15,No,0,0,No,0,0,No,No,25.2,253.15,2.5349999999999997,6.491025641025641
1025-EBHXYE-1XP,Female,62,19,Professional,16,76000,17.2,5.764752,7.307248,Married,4,1,29,48,15.3,247.55,No,0,0,No,0,0,Yes,Yes,15.3,247.55,13.072,5.157291666666667
4305-LRKEVC-OHK,Female,35,18,Professional,7,57000,22.1,5.177367,7.419633,Unmarried,2,1,14,3,4.8,8.9,No,0,0,No,0,0,No,No,4.8,8.9,12.597000000000001,2.966666666666667
0489-VJMNNV-B2E,Female,64,12,Professional,11,17000,14.3,0.743886,1.687114,Unmarried,1,0,22,55,44.7,851.8,Yes,32.85,1789.45,No,0,0,No,Yes,77.55000000000001,2641.25,2.431,48.02272727272727
9728-PCVERU-QUL,Male,62,18,Professional,15,65000,12.2,2.67241,5.25759,Unmarried,1,1,27,30,18.3,182.05,No,0,0,Yes,52.5,1553.1,Yes,Yes,70.8,1735.1499999999999,7.930000000000001,57.83833333333333
5497-GGHDKQ-WYP,Male,43,17,Sales,6,47000,2.8,0.238196,1.077804,Unmarried,7,1,26,24,28.8,208.4,No,0,0,Yes,47.8,1117.15,No,No,76.6,1325.5500000000002,1.316,55.23125000000001
5568-GRGMYX-QD3,Female,52,14,Service,10,43000,11.3,1.384815,3.474185,Married,5,1,35,70,149.4,3581.2,No,0,0,No,0,0,Yes,No,149.4,3581.2,4.859,51.16
8519-SBYPFI-WDF,Male,77,12,Labor,44,11000,7,0.0693,0.7007,Married,2,0,23,72,67.05,1607.35,No,0,0,No,0,0,Yes,No,67.05,1607.35,0.77,22.324305555555554
3888-ONZOUU-YK0,Female,27,17,Sales,1,46000,10.1,2.076762,2.569238,Unmarried,2,0,24,23,22.35,177.75,Yes,39.8,869.6,Yes,33.9,726.1,Yes,Yes,96.05,1773.4499999999998,4.646,77.10652173913043
0016-KTTUQR-TJY,Male,47,16,Professional,11,45000,4.1,0.24354,1.60146,Married,3,1,24,54,34.8,629.75,No,0,0,No,0,0,Yes,No,34.8,629.75,1.8450000000000002,11.662037037037036
7838-FCLJLX-587,Female,41,11,Sales,3,31000,4.1,0.302498,0.968502,Unmarried,1,1,30,11,5.7,19.65,No,0,0,Yes,29.4,291.45,No,No,35.1,311.09999999999997,1.271,28.281818181818178
0119-ZUYERZ-58D,Female,73,7,Labor,26,26000,7.3,0.372008,1.525992,Unmarried,1,1,21,63,60.6,1248.55,No,0,0,No,0,0,Yes,No,60.6,1248.55,1.8980000000000001,19.818253968253966
4239-XHJYBB-MXE,Female,27,10,Professional,2,20000,10,0.646,1.354,Unmarried,1,0,22,10,14.25,49.45,No,0,0,No,0,0,No,No,14.25,49.45,2,4.945
4307-NRJIOE-S47,Male,31,14,Sales,1,17000,9.7,0.629918,1.019082,Unmarried,1,1,31,14,13.05,56.75,No,0,0,No,0,0,Yes,Yes,13.05,56.75,1.649,4.053571428571429
1587-MZMPAV-JRN,Male,18,13,Labor,0,15000,5.4,0.37665,0.43335,Unmarried,3,1,28,1,3,1,No,0,0,Yes,14.9,14.9,No,No,17.9,15.9,0.81,15.9
9012-FHYGCS-MF3,Female,48,11,Sales,11,44000,4.1,0.725208,1.078792,Unmarried,1,0,32,54,39.9,798.95,No,0,0,No,0,0,No,No,39.9,798.95,1.8039999999999998,14.795370370370371
5856-KAFSEN-X1R,Female,43,19,Professional,4,46000,8.9,0.908868,3.185132,Married,2,0,23,66,42.45,902.9,No,0,0,No,0,0,Yes,Yes,42.45,902.9,4.093999999999999,13.68030303030303
8848-WMYABN-778,Male,34,15,Professional,4,44000,7,1.386,1.694,Unmarried,3,1,22,9,11.85,37.95,Yes,45.85,298.55,Yes,38.05,330.15,No,Yes,95.75,666.65,3.08,74.07222222222222
2002-ZLIOCK-6I7,Male,56,14,Professional,14,50000,4,0.852,1.148,Unmarried,1,0,27,2,4.95,6.9,Yes,38.7,40.35,Yes,35.55,35.65,No,Yes,79.2,82.9,2,41.45
2521-ZPKZUN-9NE,Male,36,13,Professional,7,47000,3.5,0.37835,1.26665,Unmarried,1,0,26,37,17.85,235.1,Yes,45.15,1675.95,Yes,54.95,2010.8,No,No,117.95,3921.85,1.645,105.99594594594595
1695-GRHISU-8UX,Male,69,15,Professional,11,71000,7.5,2.01285,3.31215,Married,4,0,30,56,39.6,781.4,No,0,0,Yes,30.45,1722.35,Yes,No,70.05,2503.75,5.324999999999999,44.70982142857143
8002-PCVKPT-6RU,Female,50,14,Labor,16,113000,23,0.41584,25.57416,Married,4,0,27,28,31.95,263.85,Yes,42.45,1219.2,Yes,37.1,974.5,Yes,Yes,111.5,2457.55,25.99,87.76964285714287
8970-FKSRYN-TA5,Male,32,13,Sales,1,24000,20.4,0.93024,3.96576,Married,6,1,17,10,25.2,93,No,0,0,No,0,0,No,No,25.2,93,4.896,9.3
9553-WKDCMK-2EK,Female,35,11,Service,15,65000,17.2,4.56144,6.6185600000000004,Unmarried,1,1,18,8,9,33.7,No,0,0,Yes,20.4,181.25,No,No,29.4,214.95,11.18,26.86875
1312-WAMVXG-AYX,Male,40,12,Professional,4,31000,11.7,0.402597,3.224403,Unmarried,1,0,22,17,23.7,138.85,No,0,0,No,0,0,No,No,23.7,138.85,3.6270000000000002,8.16764705882353
1849-BANNCT-G3C,Male,55,16,Professional,15,108000,7.4,2.1978,5.7942,Unmarried,1,1,22,24,22.95,192.75,Yes,39.75,888.95,Yes,40.25,922.75,Yes,Yes,102.95,2004.45,7.992,83.51875
4612-YEAVKZ-80M,Male,27,14,Professional,0,28000,1.4,0.177184,0.214816,Married,5,1,22,56,20.1,392.35,Yes,48.45,2579.7,Yes,56.6,2948.6,Yes,Yes,125.15,5920.65,0.392,105.72589285714285
8503-CQVXYX-VNQ,Female,25,16,Agriculture,2,16000,4.1,0.140384,0.515616,Married,6,1,30,54,25.95,490,No,0,0,Yes,33.45,1801.25,Yes,No,59.400000000000006,2291.25,0.6559999999999999,42.43055555555556
9443-DHNCRY-HYP,Male,47,17,Crafts,12,96000,12.7,4.913376,7.278624,Married,2,0,27,54,18.75,341.5,Yes,42.25,2263.7,No,0,0,Yes,Yes,61,2605.2,12.192,48.24444444444444
7890-FRRBIX-P09,Female,77,10,Sales,8,21000,19.4,1.328124,2.745876,Unmarried,1,1,25,20,15.6,106.05,No,0,0,No,0,0,No,No,15.6,106.05,4.074,5.3025
1265-HJKYRM-QBZ,Male,23,10,Sales,0,29000,3.6,0.455184,0.588816,Married,7,1,23,42,25.05,353.65,No,0,0,No,0,0,No,No,25.05,353.65,1.044,8.420238095238094
2944-UOGCBI-E3T,Female,19,14,Sales,0,33000,3.7,0.340659,0.880341,Married,3,1,23,12,44.55,164.3,No,0,0,No,0,0,No,No,44.55,164.3,1.221,13.691666666666668
0331-MQFNWA-QDA,Female,67,9,Professional,17,61000,1.8,0.119682,0.978318,Unmarried,1,1,21,8,14.7,46.9,No,0,0,No,0,0,No,No,14.7,46.9,1.098,5.8625
7503-HIJTOD-MW4,Female,49,18,Labor,17,143000,4.1,2.116543,3.746457,Unmarried,1,1,30,62,50.4,1030.2,No,0,0,No,0,0,Yes,No,50.4,1030.2,5.8629999999999995,16.616129032258065
9259-ENLDVN-PCW,Female,70,11,Professional,17,20000,13.9,0.79508,1.98492,Married,2,1,24,63,94.05,1929.15,No,0,0,No,0,0,Yes,No,94.05,1929.15,2.7800000000000002,30.621428571428574
3276-MIUUEW-M8V,Female,28,12,Sales,1,24000,6,0.288,1.152,Married,4,1,30,31,19.8,184.75,No,0,0,No,0,0,Yes,No,19.8,184.75,1.44,5.959677419354839
5315-VXBFQT-MJE,Female,21,13,Crafts,1,17000,6.9,0.282693,0.890307,Unmarried,4,0,29,18,20.7,159.5,No,0,0,No,0,0,Yes,Yes,20.7,159.5,1.173,8.86111111111111
3596-FZKZDT-MYI,Male,57,21,Labor,16,140000,3.8,3.23988,2.08012,Unmarried,1,0,26,26,16.8,114.25,Yes,45.95,1184.45,Yes,37.3,934.75,Yes,No,100.05,2233.45,5.32,85.90192307692307
1829-TFCYPW-3AE,Male,54,12,Professional,7,80000,5.4,0.9288,3.3912,Married,3,1,28,52,53.55,963.7,No,0,0,No,0,0,No,No,53.55,963.7,4.32,18.532692307692308
8678-FRWADD-6I9,Female,33,14,Service,6,23000,2.9,0.311489,0.355511,Married,5,0,39,31,16.35,157.45,No,0,0,No,0,0,No,No,16.35,157.45,0.667,5.079032258064516
0126-NHBDFC-AX5,Male,67,12,Sales,12,38000,7.9,0.942628,2.059372,Unmarried,1,0,26,21,15.75,109.4,No,0,0,Yes,26.75,538.3,No,No,42.5,647.6999999999999,3.0020000000000002,30.842857142857138
0450-TWQRYG-IVO,Male,78,16,Professional,33,20000,5.7,0.18012,0.95988,Unmarried,1,0,21,70,65.1,1558.7,No,0,0,No,0,0,Yes,Yes,65.1,1558.7,1.14,22.267142857142858
1836-PEAQKR-B8D,Female,19,12,Sales,0,18000,20.6,2.013444,1.694556,Married,4,1,31,7,23.4,49.2,No,0,0,No,0,0,No,No,23.4,49.2,3.7079999999999997,7.028571428571429
0179-CFWNMI-0VI,Female,20,15,Professional,0,18000,8.9,0.711288,0.890712,Married,4,1,20,16,12.45,70.75,No,0,0,No,0,0,No,No,12.45,70.75,1.6019999999999999,4.421875
2914-DCNGRY-7HC,Male,40,18,Sales,3,96000,14.7,3.59856,10.51344,Unmarried,1,1,17,49,43.05,711.45,No,0,0,No,0,0,Yes,No,43.05,711.45,14.111999999999998,14.519387755102041
4479-YKVLST-PE9,Female,48,16,Crafts,15,95000,10.2,2.14149,7.54851,Unmarried,1,0,31,19,39.45,263.05,Yes,34.8,609.25,No,0,0,Yes,No,74.25,872.3,9.690000000000001,45.91052631578947
8373-JNKITA-4O5,Male,51,11,Professional,12,40000,13.5,2.7972,2.6028,Unmarried,1,1,25,40,25.65,374.15,No,0,0,No,0,0,No,No,25.65,374.15,5.4,9.35375
0673-AUGUGY-RX3,Female,56,10,Professional,8,43000,14.8,1.78192,4.58208,Unmarried,1,1,25,16,20.85,120.25,No,0,0,No,0,0,No,No,20.85,120.25,6.364000000000001,7.515625
4523-BBAHPB-199,Male,53,17,Sales,2,44000,9.9,1.629144,2.726856,Unmarried,1,0,24,10,12.9,43.15,No,0,0,No,0,0,No,No,12.9,43.15,4.356,4.3149999999999995
0755-EOIBHS-L8K,Male,25,15,Sales,0,42000,6.6,0.975744,1.796256,Married,2,1,24,23,31.8,277.55,Yes,40.85,969.25,Yes,39.8,848.65,Yes,Yes,112.45,2095.45,2.7720000000000002,91.10652173913043
4631-VSDGZH-F56,Female,67,10,Sales,7,22000,16.5,1.00551,2.62449,Married,2,1,30,72,103.05,2505.8,Yes,41.1,2835.3,Yes,29.05,2018.35,Yes,No,173.20000000000002,7359.450000000001,3.63,102.21458333333334
2788-BYDXYB-OI9,Female,61,12,Crafts,35,246000,8.2,2.72322,17.44878,Married,2,1,31,71,108.9,2663.8,No,0,0,Yes,46.55,3251.6,No,No,155.45,5915.4,20.172,83.31549295774647
4899-YRZEMD-426,Male,24,19,Professional,0,20000,14.2,1.15588,1.68412,Unmarried,1,1,24,5,10.05,11.4,No,0,0,No,0,0,No,No,10.05,11.4,2.84,2.2800000000000002
5918-ZGSCGB-2VE,Male,56,16,Professional,12,66000,2.4,0.801504,0.782496,Married,2,0,22,34,40.8,399.7,Yes,38.8,1336.25,Yes,31.35,1076.25,Yes,Yes,110.94999999999999,2812.2,1.584,82.71176470588235
1856-GXWVQP-B9I,Female,72,17,Sales,10,41000,8.8,0.851488,2.756512,Unmarried,1,1,32,56,32.7,620.25,Yes,52.5,2898.8,Yes,42,2406.7,No,Yes,127.2,5925.75,3.6079999999999997,105.81696428571429
3542-NJUBBA-65D,Male,22,13,Professional,1,25000,9,0.4815,1.7685,Unmarried,2,0,29,38,11.55,136.35,No,0,0,No,0,0,No,No,11.55,136.35,2.25,3.5881578947368418
0864-OTEHNB-Q8G,Male,24,13,Professional,3,15000,8.4,0.23562,1.02438,Married,6,1,24,26,22.65,188.35,No,0,0,No,0,0,Yes,No,22.65,188.35,1.26,7.244230769230769
6534-ZARVNK-OUP,Female,44,10,Labor,19,80000,2.6,1.30832,0.77168,Married,4,1,42,66,47.7,1054.95,Yes,27.95,1791.3,No,0,0,Yes,No,75.65,2846.25,2.08,43.125
4776-LSZCKP-W1Q,Female,23,14,Sales,1,25000,9.3,1.67865,0.64635,Married,5,0,22,37,18.9,250.45,Yes,37.75,1262.85,Yes,28.7,977.4,No,Yes,85.35,2490.7,2.325,67.3162162162162
3450-FYMYNM-KPF,Male,44,15,Crafts,13,121000,35.8,10.309684,33.008316,Unmarried,1,1,24,56,27,528.25,Yes,24.55,1326.75,No,0,0,Yes,Yes,51.55,1855,43.318,33.125
2885-HVOPIK-X3Z,Female,68,14,Sales,9,39000,14.2,2.525328,3.012672,Unmarried,1,0,22,11,17.25,64.45,No,0,0,No,0,0,No,No,17.25,64.45,5.538,5.859090909090909
8687-PKARKB-0I0,Male,64,11,Professional,14,58000,5.9,1.423552,1.998448,Married,2,1,26,12,12.9,57.1,No,0,0,No,0,0,No,No,12.9,57.1,3.4219999999999997,4.758333333333334
2718-PMYPKN-49S,Male,43,19,Sales,3,52000,5.5,1.0868,1.7732,Married,5,1,11,20,17.55,121.2,Yes,19.75,355,No,0,0,Yes,Yes,37.3,476.2,2.8600000000000003,23.81
0799-UCRCSR-HHJ,Female,21,16,Sales,0,27000,7.4,0.61938,1.37862,Unmarried,3,0,29,2,7.5,4.95,No,0,0,No,0,0,No,No,7.5,4.95,1.998,2.475
8813-UDSONB-OPJ,Male,44,16,Professional,7,54000,15.7,2.704482,5.773518,Unmarried,1,1,29,31,25.05,219.1,Yes,35.6,1139.2,No,0,0,No,No,60.650000000000006,1358.3,8.478,43.81612903225806
7513-RQIHWF-O12,Female,21,16,Agriculture,0,20000,7.2,0.74016,0.69984,Married,6,1,26,26,38.85,338.1,No,0,0,No,0,0,No,No,38.85,338.1,1.44,13.003846153846155
4110-RCPWBT-UB5,Female,55,13,Professional,13,114000,12.2,2.267004,11.640996,Married,4,1,28,72,95.7,2246.35,No,0,0,No,0,0,Yes,No,95.7,2246.35,13.908,31.199305555555554
2298-OUTTWQ-1IF,Male,20,12,Crafts,1,15000,3.3,0.069795,0.425205,Married,3,0,22,29,16.65,152.8,Yes,26.7,761.75,No,0,0,Yes,Yes,43.349999999999994,914.55,0.495,31.53620689655172
7498-EEYJYN-NHZ,Male,41,13,Sales,6,38000,13.1,0.318592,4.659408,Married,3,1,33,69,37.8,816.25,Yes,44.35,3107.55,Yes,49.35,3399.8,Yes,No,131.5,7323.6,4.978,106.13913043478261
2178-XTHVQD-UX5,Male,60,14,Labor,25,23000,8.9,0.761484,1.285516,Married,2,1,35,50,50.4,831.15,Yes,46.55,2287.4,Yes,46.5,2283.75,Yes,No,143.45,5402.3,2.047,108.046
0344-LJPLEA-C4O,Female,71,18,Professional,12,45000,15.7,1.37061,5.69439,Married,2,0,33,40,39,532.35,No,0,0,No,0,0,No,No,39,532.35,7.065,13.30875
0032-AKTRIG-C0N,Male,44,19,Professional,6,120000,5.6,1.12896,5.59104,Married,3,1,9,61,57.3,1217.75,No,0,0,No,0,0,Yes,Yes,57.3,1217.75,6.72,19.96311475409836
1906-FOLHPJ-CZZ,Female,67,14,Sales,7,28000,5.5,0.42042,1.11958,Married,2,0,20,64,105,2243.8,No,0,0,No,0,0,No,No,105,2243.8,1.54,35.059375
8638-JHITJS-8LX,Male,18,13,Labor,0,15000,11.4,0.84303,0.86697,Married,4,1,27,12,33.9,105.65,No,0,0,Yes,22,208.3,No,Yes,55.9,313.95000000000005,1.71,26.162500000000005
1425-JAFCJG-R12,Male,21,16,Sales,0,17000,17.4,0.624138,2.333862,Married,5,1,25,20,27.75,217.5,No,0,0,Yes,44.85,754.5,Yes,Yes,72.6,972,2.9579999999999997,48.6
0643-DLNOQV-O4Q,Female,75,19,Sales,13,94000,19.1,8.16907,9.78493,Unmarried,1,1,22,55,35.25,678.3,Yes,29.3,1602.95,No,0,0,Yes,Yes,64.55,2281.25,17.954,41.47727272727273
9702-XRANJC-13S,Male,28,13,Service,4,29000,11.6,2.065496,1.298504,Unmarried,1,0,23,1,7.8,2.6,No,0,0,No,0,0,No,No,7.8,2.6,3.364,2.6
2062-ZTUYWQ-9IA,Female,58,14,Service,21,62000,0.6,0.122016,0.249984,Married,5,1,37,69,56.4,1319,No,0,0,No,0,0,No,No,56.4,1319,0.372,19.115942028985508
9354-GTFVFQ-16K,Male,32,10,Agriculture,12,27000,6.1,0.250344,1.396656,Unmarried,1,0,36,38,32.85,422.85,No,0,0,No,0,0,No,No,32.85,422.85,1.6469999999999998,11.12763157894737
9826-KJMIJL-MCK,Male,19,14,Labor,0,13000,8.7,0.824499,0.306501,Unmarried,1,1,15,14,20.7,98.95,No,0,0,No,0,0,No,No,20.7,98.95,1.131,7.067857142857143
8183-NNLPMD-SWS,Female,63,18,Labor,17,36000,10.6,2.896344,0.919656,Unmarried,2,0,22,55,40.2,784.2,No,0,0,No,0,0,Yes,No,40.2,784.2,3.816,14.25818181818182
1559-QPEICW-T7K,Male,35,17,Professional,1,53000,9.6,1.663776,3.424224,Unmarried,1,0,30,2,7.95,3.2,No,0,0,No,0,0,No,Yes,7.95,3.2,5.088,1.6
7867-AAQREG-Y59,Female,59,15,Professional,11,160000,1.9,1.4288,1.6112,Unmarried,1,0,30,46,37.5,542.55,No,0,0,No,0,0,No,No,37.5,542.55,3.04,11.794565217391304
2469-FSIKWB-E60,Male,77,10,Service,36,23000,23.6,0.830484,4.597516,Married,2,1,25,72,95.25,2235,No,0,0,No,0,0,Yes,No,95.25,2235,5.428,31.041666666666668
7199-FSNBCQ-QRJ,Female,79,15,Sales,9,9000,10,0.1665,0.7335,Married,2,1,22,65,26.85,576.45,Yes,39.55,2464.5,Yes,48.25,3025.55,Yes,Yes,114.65,6066.5,0.9,93.33076923076923
7056-HUMCNT-L6F,Male,76,14,Sales,1,13000,14.2,0.3692,1.4768,Married,2,0,21,55,24.6,459.45,No,0,0,No,0,0,No,No,24.6,459.45,1.8459999999999999,8.353636363636364
8546-NSMOFT-BDJ,Female,65,18,Agriculture,24,11000,2.5,0.04345,0.23155,Unmarried,1,0,26,57,48.75,930.6,Yes,31.5,1771.8,No,0,0,Yes,Yes,80.25,2702.4,0.275,47.410526315789475
8743-OEYNFL-WTY,Female,33,10,Crafts,8,25000,4.5,0.275625,0.849375,Married,2,1,24,48,49.8,797.1,No,0,0,No,0,0,No,No,49.8,797.1,1.125,16.60625
7287-HYPLCA-0YV,Male,27,12,Professional,1,45000,12.4,2.27106,3.30894,Unmarried,1,1,29,11,23.25,86.15,No,0,0,Yes,28.8,294.8,No,No,52.05,380.95000000000005,5.58,34.63181818181818
4532-CPXGCN-TY1,Female,58,19,Sales,2,146000,9.3,7.019826,6.558174,Unmarried,1,1,34,28,117,1051.9,No,0,0,Yes,22.45,646.6,No,Yes,139.45,1698.5,13.578,60.660714285714285
5339-SIAYPS-VWA,Female,50,17,Professional,4,45000,2.6,0.09711,1.07289,Married,4,0,32,56,36,694.9,Yes,39.55,2126.6,Yes,31.15,1669.15,Yes,No,106.69999999999999,4490.65,1.17,80.19017857142856
9780-WTOMLB-AYF,Male,64,19,Crafts,20,66000,8.6,1.129524,4.546476,Married,2,1,20,72,123.75,2908.1,Yes,52.5,3691.2,Yes,52.9,3737.15,Yes,Yes,229.15,10336.449999999999,5.676,143.56180555555554
2021-WCJHTM-I0Y,Female,53,18,Professional,4,84000,15.4,7.645176,5.290824,Married,3,1,20,64,67.2,1458.4,Yes,47.65,3039.1,No,0,0,Yes,Yes,114.85,4497.5,12.936,70.2734375
1590-MJNDRF-FYT,Female,26,15,Sales,0,16000,4.2,0.37296,0.29904,Married,2,1,21,63,53.1,1026.2,Yes,42.3,2686.2,No,0,0,Yes,No,95.4,3712.3999999999996,0.6719999999999999,58.926984126984124
7831-EXTRYH-24F,Female,44,18,Service,17,34000,8.9,2.514606,0.511394,Married,7,1,12,60,33,723.8,No,0,0,No,0,0,No,No,33,723.8,3.0260000000000002,12.063333333333333
6663-QLONPG-BER,Male,51,13,Crafts,17,95000,18.9,7.5411,10.4139,Married,2,0,27,39,48.15,721.45,No,0,0,No,0,0,No,No,48.15,721.45,17.955,18.49871794871795
4636-OGXYOP-G8N,Female,20,15,Agriculture,0,18000,0.8,0.062496,0.081504,Unmarried,3,1,20,14,10.8,35.65,No,0,0,No,0,0,No,No,10.8,35.65,0.144,2.5464285714285713
1683-WPTVNS-INC,Male,50,15,Service,24,172000,4,1.56176,5.31824,Unmarried,1,1,23,57,59.55,1156.2,Yes,44.8,2437.7,Yes,28.6,1587.85,Yes,Yes,132.95,5181.75,6.880000000000001,90.90789473684211
6971-XJJGUA-FOH,Female,72,15,Professional,15,52000,4.8,0.803712,1.692288,Married,2,0,21,68,43.8,987,No,0,0,No,0,0,Yes,No,43.8,987,2.496,14.514705882352942
9114-RKFWAX-CQ6,Male,37,16,Labor,7,34000,9.4,1.415828,1.780172,Unmarried,2,0,33,34,18.75,183.6,No,0,0,No,0,0,Yes,Yes,18.75,183.6,3.196,5.3999999999999995
6764-RLBSBF-VL4,Female,73,18,Sales,18,14000,10.1,1.28674,0.12726,Married,2,1,27,51,32.1,505.65,Yes,34.9,1827.75,No,0,0,Yes,Yes,67,2333.4,1.414,45.75294117647059
9442-DZYXWE-3RQ,Male,69,10,Sales,4,12000,15,0.8136,0.9864,Unmarried,1,1,31,30,36.45,349.3,No,0,0,No,0,0,No,No,36.45,349.3,1.8,11.643333333333334
6606-HDHYPQ-ALO,Female,29,15,Sales,0,26000,10.2,0.546312,2.105688,Married,2,1,20,60,37.2,720.15,No,0,0,No,0,0,Yes,No,37.2,720.15,2.6519999999999997,12.0025
5750-ELAIMA-BKT,Male,54,8,Service,20,58000,8.2,0.789496,3.966504,Married,3,0,20,62,28.95,602,No,0,0,No,0,0,No,No,28.95,602,4.756,9.709677419354838
7896-BSXTXK-N3B,Male,62,10,Service,19,42000,5.7,0.809172,1.584828,Married,3,1,29,61,44.1,830.2,No,0,0,No,0,0,No,No,44.1,830.2,2.394,13.609836065573772
4389-GBKFXB-QAS,Female,28,15,Agriculture,6,28000,21.6,1.312416,4.735584,Unmarried,1,0,24,7,16.95,35.15,Yes,36.4,206.15,No,0,0,No,Yes,53.349999999999994,241.3,6.048,34.471428571428575
4721-QQEAWM-PU4,Male,73,16,Professional,15,93000,7.4,2.264178,4.617822,Married,2,1,23,71,144.15,3268.95,No,0,0,Yes,52.05,3802.25,Yes,No,196.2,7071.2,6.882,99.59436619718309
8592-MLJXCD-ZU1,Male,47,18,Sales,3,64000,9.7,0.751168,5.456832,Married,2,0,18,45,26.1,395.1,Yes,37.75,1774.05,No,0,0,Yes,Yes,63.85,2169.15,6.208,48.20333333333333
9139-ROWUXP-2VS,Female,72,12,Service,19,9000,3.7,0.105228,0.227772,Married,2,0,34,56,53.85,1019.6,No,0,0,No,0,0,No,No,53.85,1019.6,0.333,18.20714285714286
2610-FLEKEU-W4B,Female,56,13,Service,14,67000,4,0.72896,1.95104,Unmarried,1,1,25,22,24.45,171.7,No,0,0,No,0,0,No,No,24.45,171.7,2.68,7.804545454545454
