"PROD_NBR","PROD_DESC","monthlySaleValue"
"9243730780","TEA TREE SOAKING CRYSTALS FOOT BATH",8.69
"30904198260","MAPAP ACETAMIN 325MG TABLET 100CT MAJ",8.67
"30168011109","BACITR ZINC 500 UN/GM ONT 144X.9 GM UD",8.65
"5113581077","NEXCARE TAPE PAPER DSPR TAN 3/4""X8YD",8.62
"31254662736","HALLS STICK SPEARMINT 20X9CT",8.6
"30904578324","MAPAP ACETAMIN SINUS MAX STR CAPLET 24CT",8.6
"3160402585","VIT D 2000IU LIQUIGEL 90CT NAT MADE",8.59
"87701412356","GNP COUGH ORG ADLT 30MG SUS 3 OZ",8.59
"18041000016","GS ARTIFICIAL TEARS/MURINE 0.5 OZ JDEOBS",8.58
"2360103404","RINSE FREE PERINEAL CLEANSER PUMP",8.58
"7760200411","ULTRA LENS POLISHING CLOTH",8.58
"30067811504","TRIAMINIC COUGH AND SORE THROAT LIQ 4OZ",8.57
"1101740783","SCHOLLS DRMWLK BALL OF FOOT CUSHION 1PR",8.49
"30067096040","DESENEX ATHLETES FOOT SPRAY POWDER 4OZ",8.49
"35497311203","HYLANDS CALMS TABLET 100CT",8.49
"4110040788","LOTRIMIN AF SPRAY LIQUID 4.6OZ",8.49
"4167967666","BOOST ENERGY RTU STRAW RETL 4X6X8OZ",8.49
"5138188513","A/CACIA BODY OIL 4OZ STH HEAT",8.49
"5138188532","A.CACIA ENERGIZE MASSAGE OIL",8.49
"5138188618","A/CACIA BODY OIL 4OZ LVNDR FL",8.49
"64786518591","AIRBORNE LOZENGE BERRY 20CT",8.49
"7985408009","N/B TROPICAL LIQUID NUTRITION",8.49
"7985440035","DAILY VITE W/IRON TABLET 250CT NAT BLEND",8.49
"7985461045","ECHINACEA 400MG CAPSULE 90CT NAT BLEND",8.49
"8770140832","GNP GARLIC EN 400 MG TAB 30",8.48
"66597300141","GAUZE 12 PLY ST 4X4 PAD 100",8.47
"31284355541","BAYER ASPIRIN CAPLET 500MG PLUS 50CT",8.46
"30904323252","CALCIUM CARB 600MG TAB 60CT MAJOR",8.44
"4116708049","ICY HOT SMART RELIEF KNEE/SHLD REFIL PAD",8.44
"31170104623","BAZA SKIN PROT CREAM CRM 2 OZ",8.42
"30696110554","CALENDULA GEL 1.5 OZ",8.39
"30696903215","CHESTAL HONEY COUGH SYRUP 4.2OZ",8.39
"35166052601","OHM ALLERGY REL.100 TABS",8.39
"4329255827","PRIMROSE OIL 500MG CAPSULE 100CT MAGNO",8.39
"65006600053","TUKOL A+ CHILDREN COUGH SYRUP GRAPE 4OZ",8.39
"7431201220","BETA CAROTENE 25MIU GCP 100CT NAT BOUNTY",8.39
"7431203201","SELENIUM 200MCG TABLET 100CT NAT BOUNTY",8.39
"7985406900","OMEGA-3 EC 1000MG SGC 60CT NAT BLEND",8.39
"81483201129","PEDIACARE ALLERGY SUSP BUBBLEGUM 4OZ",8.39
"8770141323","GNP EYE DROPS TEARS 15ML",8.39
"8770142681","GNP NIGHTTIME SEVERE COLD & FLU CAP 24CT",8.39
"8770188853","GNP STOOL SFT SYR 16 OZ",8.39
"30149032040","PEPTO BISMOL CHEWTAB ORIGINAL 12CT",8.37
"312546633292","HALLS SUGAR FREE BAG HONEY BERRY 25CT",8.37
"2260095302","TROJAN PLEASURE PACK ASST CONDOM 12CT",8.36
"3076801138","FLAX OIL 1000MG ORGANIC GCP 100CT SUNDWN",8.35
"30904323292","CALCIUM CARB 600MG TABLET 150CT MAJOR",8.34
"9243730350","SAFETY CORN& CALLUS TRIMMER",8.34
"9110810340","COLD-EEZE BAG S/F HONEY LEMON 18CT",8.33
"9243765893","HEEL STRAIGHT LRG",8.3
"2571567113","NASAL ASPIRATOR INFANT API",8.29
"36373612001","NIX LICE CONTROL PUMP SPRAY 5OZ",8.29
"62527309529","VIT C 500MG CHEWTAB 90CT SUNKIST",8.29
"7985410945","MAGNESIUM 300MG CAP 100CT NAT BLEND",8.29
"30869118610","ALCOHOL ISOPROPYL",8.25
"3660207450","RICOLA STICK CHERRY HONEY 24X10CT",8.23
"4110081123","AFRIN ORIGINAL SPRAY 15ML",8.22
"7003013186","GS SLEEP AID TABLET/UNISOM JD OBS",8.19
"89811500231","ZARBEES ADULT COUGH NITE 4OZ",8.19
"4422461070","AFTER BITE GEL EXTRA STRENGTH 0.7OZ",8.18
"30395121391","IODINE TINCTURE 2% MILD 1OZ HUMCO",8.14
"31184512835","GREEN TEA INNR BDY 60CP",8.14
"1096100272","PUMICE STONE LADY",8.11
"3076800600","MULTIVIT DAILY IRON TABLET 100CT SUNDWN",8.1
"1225811110","S.S.S. TONIC IRON SUPPLEMENT 10OZ",8.09
"30067811804","TRIAMINIC COUGH AND CONGESTION LIQ 4OZ",8.09
"3160404016","HAIR SKIN NAIL GUMMIES 90CT NAT MADE",8.09
"35497311218","HYLANDS CALMS FORTE CAPLET 32CT",8.09
"65006600013","POMADA DE LA CAMPANA WOUND HEAL ONT .5OZ",8.09
"7003013368","ANTI-NAUSEA LIQ 4 OZ",8.09
"4203710366","GOODYS HEADACHE POWDER X/STR 50CT",8.03
"536354601","DAILY-VITE IRON/BETA CART TAB 100CT WAT",8.01
"9243733188","TOE PROTECTOR GEL LG",8
"2791701934","GUMMY CALCIUM-ADULT (NUTRITION NOW)",7.99
"30085071505","TINACTIN ATHLETES FOOT CREAM 15GM",7.99
"30234009658","DUREX INTENSE SENSATION CONDOM 3CT",7.99
"30761012520","BAS FLAXSEED OIL 1000MG GCP 100",7.99
"30904501360","VIT C 1000MG TABLET 100CT MAJOR",7.99
"31184513665","LUTEIN 6 MG SOFTGEL 60CT MASON",7.99
"3504600150","CALCIUM CARBONATE",7.99
"35497311298","HYLANDS NERVE TONIC CAPLET 32CT",7.99
"4116716013","FLEXALL GEL 4OZ",7.99
"4714405509","BOSTON REWETTING DROP 10ML",7.99
"51131000230","NEXCARE OPTICLUDE EYE PATCH 20CT",7.99
"74098521287","ECHINACEA EXTRACT 60 CAPS",7.99
"74098521338","MILK THISTLE VEGI CAPSULE 60CT 21ST CENT",7.99
"74098521472","TC GLUC/CHON CAPS 60",7.99
"74312553936","NB VIT C+ ZINC QK DISV TAB 60CT",7.99
"7985409163","MULTIVIT ADULT GUMMY 60CT VC NAT BLEND",7.99
"7985430090","VIT C 500MG TABLET 100CT NAT BLEND",7.99
"7985440025","DAILY VITE TABLET 250CT NAT BLEND",7.99
"8037601567","PROFOOT FLEX-TASTIC RLXRS 2",7.99
"8770142654","GNP COUGH DM ADULT GRAPE 30MG SUSP 3OZ",7.99
"8770186386","GNP VIT E 400 IU SGC 100",7.99
"9243753008","CORN PROTECTORS LR",7.99
"2571597435","SPLINT FINGER CURVED 3",7.98
"30696007213","ARGENTUM NITRICUM 30 C  MD",7.98
"30696071713","SYMPHYTUM OFFICINALE 30 C  M",7.98
"61271614412","FINGER SPLINT BASEBALL R1441M",7.98
"71728400660","F/P CINNAMON 500MG",7.98
"75618410124","LITTLE FEVERS ACETAMIN DYE FR CHERRY 4OZ",7.98
"7985401162","VIT D-3 400IU TABLET 100CT NAT BLEND",7.98
"83152700492","FAM CARE 1% HYDRO-ANTIIT CRM .5Z",7.96
"2360103401","RINSE FREE SHAMPOO 16 OZ CAREX",7.95
"35789672401","FERROUS GLUCONATE 240 MG TAB 100CT",7.95
"63665291671","SPONGEBOB MULTIVIT GUMMY 90CT",7.95
"8037602011","PF ARCH SUP SS WM",7.95
"30904110309","POVIDONE IODINE 10% 8OZ MAJOR",7.92
"7256008114","SMITH BROS BAG WARM APPLE PIE 30CT",7.92
"832992010046","EOS LIP BLM VISIBL SFT COCNUT MILK .25OZ",7.9
"35497329568","HYLANDS LEG CRAMP CAPLET 40CT",7.89
"2571567977","EAR SYRINGE BLISTER CARD API",7.88
"536329101","VIT C 500MG CHEW TABLET 100CT WATSON",7.86
"713028031","BACITRACIN OINTMENT 500UN/GM 1OZ G&W",7.86
"2571597202","FINGER COT LATEX MEDIUM 12CT API",7.86
"23601875013","GLOVE COTTON LG GLV",7.84
"30904635602","MAJOR PREP-HEMORR ONT 57 GM",7.84
"31209000151","CREOMULSION CHILD COUGH SYR FORMULA 4OZ",7.8
"8770141091","GNP COUGH DRP VITC CITRUS 30",7.8
"1851500176","MEGA-T GREEN TEA CAPLET 30CT",7.79
"36373637882","AMERICAINE 20% AEROSOL 2OZ",7.79
"7985420185","B COMPLEX FORM 1 TABLET 100CT NAT BLEND",7.79
"81483201166","PEDIACARE ACETAMIN SUSP DROP CHERRY 2OZ",7.79
"381370047681","BAND-AID COMFORT-FLEX ADHSVE PAD LG 10CT",7.78
"8770140090","GNP ALCOHOL ISOP 99% LIQ 24X16 OZ",7.78
"8770141150","GNP COLD SEV CONG DAY PE CPL 24",7.78
"31254663022","HALLS DEFENSE BAG S/F CITRUS 17CT",7.77
"35167220928","LORATADINE SY GRP SUGR FREE 5MG/5 ML 4OZ",7.77
"30536360330","RUGBY IBUPROFEN 200MG CAPS",7.76
"72225210120","CLIF BAR CRUNCHY PEANUT BUTTER",7.76
"25077537822","ESTER-C MIX BERRY 1000MG GUMMY 60CT",7.75
"85037900316","DRIP DROP LEMON HYDRATION 10G POWDER 8CT",7.73
"31184507819","NATURAL VEGETABLE LAXATIVE TAB",7.72
"30031873412","ROBITUSSIN PEAK COLD MAX MULTI SYMP 4OZ",7.69
"30149085600","PEPTO BISMOL MAX LIQUID CHERRY 12OZ",7.69
"35416219016","MINERAL OIL 16OZ GERITREX",7.69
"7295941028","URICALM MAX 28CT TABLET",7.69
"87701425318","GNP DAYTIME COLD FLU PE CAPLET 24 CT",7.69
"9243733189","TOE PROTECTORS XL",7.69
"30113006126","TUSSIN 100 MG/5ML LIQ 4 OZ",7.69
"78751101992","EYEWARE CHAIN GOLD FNSH 6'S JD OBS",7.68
"8019630511","CURAD TAPE OUCHLESS 1""X2.3YD",7.67
"64193213111","GLOVE LATEX P/F SM GLV 100",7.65
"30781168301","CETIRIZINE HCL 5 MG TAB 100",7.64
"87701425806","GNP LIP BALM ASST'D FLAVORS TUB",7.63
"30904791251","IBUPROFEN 200MG CAPLET BROWN 50CT MAJOR",7.63
"3805600020","SYRINGE EAR #20 2OZ CARA",7.62
"30904208560","VIT A 10000IU CAPSULE 100CT MAJOR",7.62
"225036011","MOBISYL CREAM 3.5OZ",7.59
"30005250002","FIBERCON CAPLET 36CT",7.59
"3847236903","INSOLE F/L DS #3 8-10",7.59
"2571569624","SPLINT 69624 CURVED 4"" API",7.58
"89299200271","EOS MEDICATED LIP BALM  TANGERINE",7.58
"72058610784","THICK-IT ORIGINAL THICKENER 10OZ",7.57
"4138822055","BLISTEX COMPLETE MOIST 0.15 OZ JDE OBS",7.56
"31184515015","VIT D SFGL 2000IU ULTRA  MASON",7.55
"1650055944","ALKA-SELTZER PLUS SEVERE SIN/CLD PWD 6CT",7.49
"30573019520","ADVIL CONGESTION RELIEF CAPLET 20CT",7.49
"31101740558","SCHOLLS ODOR DESTROYER POWDER 6.25OZ",7.49
"3160402717","VIT B12 1000MCG LOZENGE 50CT NAT MADE",7.49
"87701425141","GNP ACID REDUCER RANITIDIN 75MG TAB 30CT",7.49
"7957310561","FINGER SPLINT",7.48
"31074200483","LBL MENTHOL CHRY LIP",7.47
"30696001113","ACONITUM NAPELLUS BLUE TUBE",7.39
"30696007613","ARSENICUM ALBUM 30 C  MD",7.39
"4203710373","BC HEADACHE POWDER 50CT",7.39
"7985401213","BLACK COHOSH 160MG CAP 120CT NAT BLEND",7.39
"84603600174","GS EAR WAX REMOVER KIT/DEBROX JDEOBS",7.39
"81483201095","PEDIACARE ACETAMIN SUSP LIQ GRAPE 4OZ",7.38
"88452117073","KENDALL AMD GAUZE DRESSING 4""X4"" 20CT",7.38
"30904552752","CRANBERRY FRUIT 405MG CAPSULE 60CT MAJOR",7.29
"31184514665","RED YEAST RICE CPL 1200 MG",7.29
"328785300192","VAPORIZER WATERLESS PAD 6CT VICKS",7.29
"378112011031","CHLORASEPTIC SPRAY S/F CHERRY 6OZ",7.29
"81652601059","ST JOSEPH ASPIRIN 81MG MELTS TAB 90CT",7.29
"9110810297","COLD-EEZE BOX CRM STWBRY LOZ 18",7.29
"4138800262","BLISTEX MOIST MELT BALM SPF15 12X0.35OZ",7.27
"3660082631","CHAPSTICK VANILLA MINT CARDED 24X0.15OZ",7.26
"5113121185","NEXCARE EYE PATCH SENS SKIN JR SZ 14CT",7.26
"30225052053","PRETTY FEET AND HANDS LOTION 3OZ",7.23
"30904052560","VIT C 250MG CHEWTAB 100CT MAJOR",7.22
"30761015832","CALCIUM CITRATE+D TABLET 160CT BASIC",7.2
"9243773289","PEDIFIX TOE CAP SMALL",7.2
"30904547052","BLACK COHOSH 40MG CAP 60CT",7.19
"30904623420","LORATADINE 5MG/5ML SOL 120 ML",7.19
"3695437155","QUINSANA PLUS FOOT POWDER 3OZ",7.19
"7985401269","FULL SPECTRUM B W/C TAB 100CT NAT BLEND",7.19
"87701916762","GNP IBUPROFEN 200 MG TAB 100",7.19
"31254663037","HALLS WARM-UPS BAG BUTTERSCOTCH 20CT",7.17
"36373681961","TING SPRAY LIQUID 4.5OZ",7.14
"30113048478","GS APAP 500MG CAPLET/TYLENOL 100 JDEOBS",7.14
"536641208","MELATONIN 3MG TABLET 60CT WATSON",7.13
"30395294394","TURPENTINE LIQUID 4OZ HUMCO",7.12
"3660207992","RICOLA STICK ORIGINAL HERB 24X10CT",7.12
"30696219371","OPTIQUE 1 EYEDROPS",7.09
"3076860962","VIT B12 1500MCG TR TABLET 60CT SUNDWN",7.09
"3600039811","POISE MICROLINER 54CT",7.09
"38004041600","PAD MOD LNG W/ALO 6X16 TENA/SER",7.09
"4116716031","FLEXALL GEL ULTRA PLUS 2OZ",7.09
"37003013725","GOODSENSE IBUPORFEN 100MG CHLD BERRY 4OZ",7.04
"7430049341","VISINE SOOTHING MULTISYMPTOM WIPE 30CT",7.01
"10665973055909","STERILE COMBINE 5X9 PADS",6.99
"10665973074658","T-DRAIN SPONGES",6.99
"16500537601","ALKA-SELTZER PLUS TABLET COLD COUGH 20CT",6.99
"30168002131","BACITR/POLY B OINTMENT 1OZ FOU",6.99
"30536059085","DIOCTO 10MG/ML LIQUID 16OZ WATSON",6.99
"30536105305","ASPIRIN 325MG 500 TABS",6.99
"305730165303","ADVIL GELCAP 50CT",6.99
"305730180108","ADVIL COLD SINUS CAPLET PSE 20CT",6.99
"30696012913","BORAX 30 C  MD",6.99
"30696019313","CHAMOMILLA",6.99
"30696036313","HEPAR SULPHURIS CALC PLT 38",6.99
"30696037213","HYDRASTIS CANADENSIS 30 C  M",6.99
"30696037613","BOIR-BT HYPERICUM 30C MDT",6.99
"30696063113","RHUS TOXICODENDRON PLT 38 BL",6.99
"30761007724","CINNAMON 1000MG",6.99
"30761011312","BAS ECHINACEA 200 MG TAB 60",6.99
"30761021410","BAS SAW PLMTT CAP 50",6.99
"30761084420","BASIC VIT C  500MG CHW TB 100",6.99
"3076890526","VIT C 500MG TR CAPSULE 90CT SUNDWN",6.99
"310119001141","BAUSCH+LOMB SENS EYES REWETTNG DROP 1OZ",6.99
"31011900280","BAUSCH+LOMB SENS EYES+SALINE 2X12OZ",6.99
"31074201101","ROHTO COOLING EYE DROPS 0.4OZ",6.99
"31184512969","CRANBERRY CONCENTRATE SOFTGLES",6.99
"31184514651","MASON CINNAMON 1000MG",6.99
"3504600120","VIT B2 50MG TABLET 100CT WINDML",6.99
"3504600164","COD LIVER OIL NATURL SFGL 100CT WINDMILL",6.99
"35046004873","WATER PILL W/ POTASSIUM TAB 50CT WINDML",6.99
"35167220303","NASAL DECONGESTANT SPRAY MAX 1OZ TARO",6.99
"3600019570","POISE PAD MAXIMUM SIDE SHIELD 6X12CT",6.99
"37140138816","CALCIUM/VITAMIN D",6.99
"37513785006","MOSCO STEP STEP PADS",6.99
"4110081048","CORRECTOL 5MG 30CT",6.99
"71036326301","GREEN TEA FAT BURNER TABLET 30CT",6.99
"71728400673","FP MILK THISTLE, 60 CAPS",6.99
"74098521024","VITAMIN C 500 ORNG CHEW TAB 110CT 21ST",6.99
"74098521177","DHEA 25 MG 90CT",6.99
"74098521345","BILBERRY VEGGIE CAPSULE 60CT 21ST CENT",6.99
"74098521378","GRAPE SEED VEGI CAP 60",6.99
"74098522667","21ST CENTURY ACE ANTIOXIDANT",6.99
"74098522668","VIT B COMPLEX W/C",6.99
"74098527026","FISH OIL 1200MG SOFTGEL 90CT 21ST CENT",6.99
"75618410177","LITTLE FEVERS ACETDROP DYE FR GRAPE 2OZ",6.99
"79285001080","BURTS BEES TINTD BALM ROSE",6.99
"79285001120","BURTS BEES TINTD BALM PINKBLSM",6.99
"8770168859","GNP STOOL SFT 100 MG CAP 60",6.99
"9460410195","1",6.99
"2260091241","CLASS ACT CONDOM 13CT",6.98
"3076800617","MAGNESIUM TABLET 100CT SUNDWN",6.98
"4116731023","PREMSYN PMS CAPLET 40CT",6.97
"30904546072","CALCIUM+D OYSTER 500MG TABLET 300CT MAJ",6.95
"61678431162","GAUZE CONFORMING 6 STRL 6 JDEOBS",6.95
"76870264388","WASH CLOTH FLUSH 12X48",6.95
"8019630521","CURAD PRO GAUZE PADS 4X4 10 PK JDEOBS",6.91
"1559401103","ASTROGLIDE ULTRA GENTLE GEL 3OZ",6.89
"300318715109","ROBITUSSIN CHILD COUGH COLD DM LIQ 4OZ",6.89
"381371161553","JJ BANDAID TAPE WATERPRF 1 IN X 10 YD",6.89
"4203710298","GOODYS POWDER COOL ORANGE 24CT",6.89
"7431251507","NB RASPBERRY KETONE 100 MG CPL 60",6.89
"9243781541","UNK",6.89
"9243781542","PEDIFIX-HAMMER TOE CUSHION",6.89
"4116710016","ROLAIDS EXTRA STR TABLET MINT 12X3X10CT",6.87
"8770168640","GNP ENEMA TWINPK ENM 2X4.5 OZ",6.87
"7957310013","EYE PATCH FLAT #400013",6.8
"36761815116","BETADINE SCRUB 7.5% REFILL 16OZ INST",6.79
"4116707470","GOLD BOND FRICTION DEFENS ROLL-ON 1.75OZ",6.79
"67981087109","KY LIQUID WARMING LUBRICANT 1OZ",6.79
"7985420035","VIT B6 100MG TABLET 100CT NAT BLEND",6.79
"88438912342","CURAD BANDAGE SPRAY FLEXSEAL 40ML",6.79
"2260099863","ANSWER PREGNANCY TEST REASSURE",6.78
"5113199523","NEXCARE HEAVY DUTY FABRIC 1SZ 30CT",6.78
"7685500030","EAR PLUGS SOFT FOAM 4 PAIR 00030PKG APEX",6.78
"64193211114","GLOVE LATEX PWDR XL GLV 100",6.77
"31074200045","NATURAL ICE SPF15 ORIG LIPBALM 48PC",6.76
"8307800228","CARMEX CARDED STICK POMEGRANAT 12X0.20OZ",6.76
"3013800334","EYE PATCH-FLAT            #334",6.69
"4203710356","SOMINEX ORIGINAL TABLET 32CT",6.69
"7985401163","SELENIUM 200MCG TAB 100CT NAT BLEND",6.69
"9110810474","COLD-EEZE BAG MINT FROST 18CT",6.69
"2571569623","SPLINT 69623 TWO SIDED 2"" MEDIUM API",6.68
"536490201","BETA CAROTENE 25M IU CAPSUL 100CT WATSON",6.67
"31254663772","HALLS REFRESH STR",6.64
"74098522294","21ST CENT VIT C 250",6.63
"1018100008","PALMERS COCOA BUTTER LIP BALM",6.62
"30031873512","ROBITUSSIN PEAK NIGHT MULTI SYMPTOM 4OZ",6.59
"30031874012","ROBITUSSIN LINGER COLD LA LIQUID 4 OZ",6.59
"3160401485","VIT C 500MG TABLET 100CT NAT MADE",6.59
"34138306200","BEANO TABLET 30CT",6.59
"38137008526","JJ ADVANCED HEAL ADHESIVE PAD 4CT",6.59
"4203710681","BEANO +DAIRY DEFENSE RASPBRY TAB 12CT",6.59
"4746900929","OMEGA-3 1000MG SOFTGEL 60CT NATROL",6.59
"7985410078","NIACIN 500MG TR TAB 100CT NAT BLEND",6.59
"7985460055","LYSINE 500MG TABLET 100CT NAT BLEND",6.59
"8770142588","GNP SEVERE SINUS CONGESTION 325MG 20CT",6.59
"89987400203","BABY CHEST RUB",6.59
"75940902283","KERLIX ROLL BNDG 2X3YD BDG",6.58
"8019630519","CURAD PRO GAUZE PADS 3X3 10 PK JDEOBS",6.57
"30113048471","GS APAP 500MG CAPLET/TYLENOL 50 JDEOBS",6.53
"536688908","CALCIUM CARB 500MG CHEW TAB 60CT WATSON",6.53
"8037601549","PROF PRO A/F CLEARZ LIQ 1 OZ",6.53
"904792717","BISACODYL 5MG EC TABLET 25CT MAJOR",6.52
"1101732585","SCHOLLS CRACKED SKIN REPAIR CREAM 3.5OZ",6.49
"16500557968","ALKA-SELTZER HB & GAS RELIEF CHEWS 32CT",6.49
"2571567193","EAR AND NASAL SYRINGE KIT API",6.49
"4116700320","CORTIZONE-10 EASY RELIEF APPLICTR 1.25OZ",6.49
"4329255996","MSM 500MG CAPSULE 60CT MAGNO-HUMPHRIES",6.49
"9243727650","TOE SPACERS SM",6.49
"9243785647","GEL BUNION GUARD LITTLE TOE",6.49
"88438915974","CURAD ROLLED GAUZE PRO-SORB 3""X2.5YD",6.47
"7214001307","NIVEA KISS SHIMMER LIP 0.17 OZ JDE OBS",6.44
"30904188352","CALCIUM OYSTER 500MG TABLET 60CT MAJ",6.43
"30536515026","TOLNAFTATE 1% POWDER 45GM WATSON",6.4
"5113186293","NEXCARE LIQUID BANDAGE SPRAY 0.61OZ",6.39
"7985407788","DAILY VITE 100% TABLET 100CT NAT BLEND",6.39
"7985450022","CALCIUM CARB 600MG TAB 100CT NAT BLEND",6.39
"8770141321","GNP SINUS & COLD-D 10CT 220MG",6.39
"8019630283","CURAD BANDAGE PLASTIC ASST 80CT",6.38
"8019632073","CURAD BANDAGE FLEX-FABRIC FNGR ASST 20CT",6.37
"30603020922","MAGNESIUM OXIDE 400MG TABLET 120CT QLT",6.33
"9110810300","COLD-EEZE STRW CREAM BAG 18",6.31
"1101732240","SCH GEL BALL FOOT CUSH",6.29
"4698501601","CLD SEAS PLUS ZINC CHERRY LOZ 24",6.29
"6798108710","KY LIQUID WARMING LUBRICANT 1OZ",6.29
"7985403985","BIOTIN 1000MCG TABLET 100CT NAT BLEND",6.29
"81895100004","CIRUELAX JAM 5.3OZ",6.29
"8392611300","CORTICOOL HYDROCORT ANTI ITCH GEL 1.5OZ",6.29
"8392614100","TECNU POISON OAK IVY CLEANSER 4OZ",6.29
"30904772524","ANTI-DIARRHEAL 2MG CAPLET 24CT MAJ",6.28
"8770142690","GNP FIBER 90CT TABS FRUIT FLAVOR",6.27
"74098527529","CALCIUM 600 +D3 CAP 75 21ST",6.22
"9243781294","PEDIFIX BUNION RELIEVERS",6.2
"30536101506","APAP-DIPH 500-25 MG TAB 50",6.19
"3076812590","SD VIT B-6 100 MG BNS TAB 150",6.19
"3076890307","CALCIUM+D 900MG SOFTGEL 90CT SUNDWN",6.19
"31209000177","LANTISEPTIC DAILY CARE CLEANS FOAM 4OZ",6.19
"67811210126","CLEAR EYES COOL COMFORT ITCHY 0.5OZ",6.19
"6799010005","LYPSYL EXTREME COLD SORE RELIEF 0.28OZ",6.19
"7985410925","PAPAYA ENZYME TABLET 100CT NAT BLEND",6.19
"7985450060","POTASSIUM GLUC 500MG TAB 100CT NAT BLEND",6.19
"7985460020","COD LIVER OIL SOFTGEL 100CT NAT BLEND",6.19
"30074284100","NASAL ASPIRATOR ROSS 1OZ API",6.18
"3076800676","FOLIC ACID 800MCG TABLET 100CT SUNDWN",6.18
"35483813570","SILADRYL LIQUID 240ML",6.18
"73838495005","FINGER COT LATEX MEDIUM 100CT DJO",6.18
"81652601014","ST JOSEPH ASPIRIN 325MG TABLET 125CT",6.16
"35483813670","BROTAPP DM ELIX(PPA FREE)SIL236ML JDEOBS",6.14
"4116702440","BALMEX ADULT RASH CARE CREAM 3OZ",6.13
"536781708","CALCIUM OYSCO+D 500MG TABLET 60CT WATSON",6.13
"2571597437","SPLINT-FINGER TOAD",6.12
"1070580077","MANDELAY GEL 1OZ",6.09
"1101740974","SCHOLLS DURAGEL CORN REMOVER BGD 5CT",6.09
"3076800830","L-LYSINE 500MG TABLET 100CT SUNDWN",6.09
"31074201974","WELLPATCH CAPSAICIN 4CT",6.09
"3373200091","MACKS EAR PLUG SLIM FIT FOAM NRR29 10PR",6.09
"35046001094","ACIDOPHILUS W/ PECTIN CAP 100CT WINDMILL",6.09
"68142102613","DULCOGAS WILD BERRY CHEW TAB 18CT",6.09
"31186809301","ASPIRIN 325MG NORWICH TABLET 100CT",6.08
"8770142592","GNP APAP MULTI-SYMPTOM COLD SEVERE 500MG",6.08
"8770140882","GNP HYGIENIC CLNS PAD WPE 100",6.07
"35416210002","BENZOIN C TNC",6.05
"38137003658","AVEENO CREAM ANTI ITCH 1% HYDROCORT 1OZ",6.02
"80196299990","CURAD PAD NON-STICK W/ADH TAB 2""X3"" 10CT",6.01
"30168018131","HYDROCORTISONE 1% OINTMENT 1OZ FOUGERA",6
"33932805750","IRON DROP CHILD ALCOHOL FREE 50ML PATRIN",6
"30603155058","POVIDONE IODINE 10% 16OZ QUALITEST",5.99
"30761022912","CALCIUM 1200MG LIQUIGEL 60CT BASIC",5.99
"30761023312","LUTEIN 6MG SOFTGEL 60CT BASIC",5.99
"30761041112","GINGER ROOT 250MG. CAPSULES",5.99
"30761044520","BAS LECITHIN 19GR",5.99
"30761050220","GARLIC ODORLESS TABLET 100CT BASIC",5.99
"3076812608","SD B-12 500MCG 500CT",5.99
"3076852776","MARVEL SPIDERMAN MULTI VIT GUMMY 60CT",5.99
"3076852778","MARVEL AVENGERS CHILD MULTI GUMMY 60CT",5.99
"30904316360","LECITHIN 19GR CAPSULE 100CT MAJOR",5.99
"3373200092","MACKS EAR PLUG ULTR FOAM BGE NRR32 10PR",5.99
"345802434111","CLOTRIMAZOLE 1% CREAM 28GM PERRIGO",5.99
"3504600487","WATER PILL W/ POTASSIUM TAB 50CT WINDML",5.99
"35048602915","SIMPLY SALINE NASL MIST AER 1.5 OZ",5.99
"35167220662","DIPHENHYD 2% CREAM 1OZ TARO",5.99
"36382476816","CEPACOL LOZENGE X/STRNGTH TANGERINE 16CT",5.99
"51131641198","NEXCARE TAPE NO HURT 3""X2.2YDS",5.99
"71728400623","FOODS PLUS VIT D3 5000IU",5.99
"71728400630","VITAMIN B12",5.99
"71728400632","FP VIT B COMPLEX S.R. 60'S",5.99
"71728400676","SUPER OMEGA 3 1000MG",5.99
"71728400679","F/P RASPBERRY KETONES",5.99
"71941070002","71941070002",5.99
"74098521002","C-500",5.99
"74098521062","L-LYSINE 600 MG",5.99
"74098522564","TC GLUCOSAMINE 500MG CAPS 60",5.99
"74098527623","ZOO FRIENDS OMEGA +DHA GUMMY 60CT 21ST",5.99
"759427559485","DISNEY CHILD MULTI GUMMY FROZEN 60CT",5.99
"76870267713","BRIEF TENA CLSC +MD BRF 8X12",5.99
"83786483701","PRENATAL MULTIVIT TABLET 100CT PLUS PHAR",5.99
"8770140726","GNP COD LIVR OIL SGC 100",5.99
"8770140783","GNP CHILD CHEW W/IRON TAB 60",5.99
"8770141289","GNP ONE DAILY ESSN BONUS TAB 125",5.99
"8770142722","GNP APAP CHILD DYE FREE CHERRY SUP 4OZ",5.99
"9200600034","ALLY MOISTURIZING LOTION INTENSE 4OZ",5.99
"38137104226","BAND-AID SHEER STRIPS 20CT",5.98
"71728400622","71728400622",5.98
"74098521393","ZINC 50MG CHELATED TAB 110CT 21ST CENT",5.98
"74098522881","BIOTIN  800MG",5.98
"78751101292","EYEWARE CORD BLACK 6'S JD OBS",5.98
"8019630512","CURAD TAPE OUCHLESS 2""X2.3YD",5.98
"81442800944","BACITRACIN W/ZINC OINT 1 OZ JDEOBS",5.98
"3076825570","VIT C 500MG TR PPD TABLET 100CT SUNDWN",5.97
